id,user_id,source_latitude,source_longitude,source_address,destination_latitude,destination_longitude,destination_address,earliest_departure_time,latest_arrival_time,max_walking_duration_minutes,number_of_riders,same_gender,user_gender,dataset_id
dsalex_5k_osrm-req-000931,dsalex_5k_osrm-user-8526,31.2403419,29.9923942,,31.2224726,29.9448458,,2025-09-15T16:52:09+00:00,2025-09-15T17:19:11.700000+00:00,5,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-000932,dsalex_5k_osrm-user-7920,31.196872843683426,29.89576831971533,,31.2500818,29.9871435,,2025-09-15T16:53:03+00:00,2025-09-15T17:20:51.900000+00:00,10,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-000933,dsalex_5k_osrm-user-7945,31.2439359,29.9821849,,31.207395279676962,29.956786305426853,,2025-09-15T16:53:34+00:00,2025-09-15T17:20:46.500000+00:00,5,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-000934,dsalex_5k_osrm-user-2954,31.2064528,29.8825148,,31.2520249,29.9825196,,2025-09-15T16:59:57+00:00,2025-09-15T17:27:08.100000+00:00,10,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-000935,dsalex_5k_osrm-user-1510,31.2580963,29.9876158,,31.293795,30.0614537,,2025-09-15T16:45:51+00:00,2025-09-15T17:13:31+00:00,5,2,False,male,alex_5k_osrm
dsalex_5k_osrm-req-000936,dsalex_5k_osrm-user-8595,31.2311609,29.9561164,,31.2764694,30.0033805,,2025-09-15T16:47:41+00:00,2025-09-15T17:19:48.500000+00:00,5,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-000937,dsalex_5k_osrm-user-1519,31.204472,29.9080738,,31.2605002,30.0138853,,2025-09-15T16:55:49+00:00,2025-09-15T17:24:16.100000+00:00,10,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-000938,dsalex_5k_osrm-user-1526,31.2118911,29.940015,,31.2351463,29.9748974,,2025-09-15T16:58:28+00:00,2025-09-15T17:21:10.200000+00:00,10,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-000939,dsalex_5k_osrm-user-5503,31.26183894439142,29.99757931956705,,31.201183,29.9308857,,2025-09-15T16:54:05+00:00,2025-09-15T17:22:03.500000+00:00,0,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-000940,dsalex_5k_osrm-user-4365,31.268140897497844,30.0167399227715,,31.2358127,29.9855567,,2025-09-15T16:57:06+00:00,2025-09-15T17:23:05.500000+00:00,10,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-000941,dsalex_5k_osrm-user-2923,31.2729864,30.0047421,,31.2357334,29.9716774,,2025-09-15T16:36:24+00:00,2025-09-15T17:12:42.800000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-000942,dsalex_5k_osrm-user-4903,31.2700703,30.0020833,,31.2258208,29.9500032,,2025-09-15T16:40:40+00:00,2025-09-15T17:16:59.100000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-000943,dsalex_5k_osrm-user-2449,31.1988657,29.8936761,,31.2020927,29.9398296,,2025-09-15T16:46:25+00:00,2025-09-15T17:21:28.300000+00:00,5,3,True,male,alex_5k_osrm
dsalex_5k_osrm-req-000944,dsalex_5k_osrm-user-6469,31.1989523,29.8907029,,31.232436270384063,29.96408023592442,,2025-09-15T16:56:50+00:00,2025-09-15T17:22:00.700000+00:00,15,2,True,male,alex_5k_osrm
dsalex_5k_osrm-req-000945,dsalex_5k_osrm-user-2243,31.209167127927948,29.911261254550173,,31.2568279,29.9844646,,2025-09-15T16:47:11+00:00,2025-09-15T17:16:34.600000+00:00,5,2,True,female,alex_5k_osrm
dsalex_5k_osrm-req-000946,dsalex_5k_osrm-user-5560,31.2485532,29.9701987,,31.2010261,29.9386757,,2025-09-15T16:57:31+00:00,2025-09-15T17:25:29.500000+00:00,10,2,True,male,alex_5k_osrm
dsalex_5k_osrm-req-000947,dsalex_5k_osrm-user-3708,31.1990802,29.8985399,,31.2352738,30.0007157,,2025-09-15T16:49:43+00:00,2025-09-15T17:32:19.100000+00:00,10,1,False,female,alex_5k_osrm
dsalex_5k_osrm-req-000948,dsalex_5k_osrm-user-5162,31.2374049,29.9613951,,31.1977869,29.9258713,,2025-09-15T16:50:23+00:00,2025-09-15T17:13:00.900000+00:00,15,2,True,female,alex_5k_osrm
dsalex_5k_osrm-req-000949,dsalex_5k_osrm-user-2884,31.1984077,29.8933832,,31.2486045,30.0051199,,2025-09-15T16:52:59+00:00,2025-09-15T17:22:33.400000+00:00,15,2,True,male,alex_5k_osrm
dsalex_5k_osrm-req-000950,dsalex_5k_osrm-user-7240,31.18970094472381,29.908003401077572,,31.2571364,29.9980116,,2025-09-15T16:38:25+00:00,2025-09-15T17:30:31.700000+00:00,10,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-000951,dsalex_5k_osrm-user-3846,31.200010367707687,29.894376477467986,,31.2731751,30.0077699,,2025-09-15T16:53:15+00:00,2025-09-15T17:22:43.800000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-000952,dsalex_5k_osrm-user-7324,31.1945699,29.9159078,,31.2312671,29.9820077,,2025-09-15T16:50:07+00:00,2025-09-15T17:20:54+00:00,10,2,False,male,alex_5k_osrm
dsalex_5k_osrm-req-000953,dsalex_5k_osrm-user-3954,31.2374049,29.9613951,,31.1892949,29.9132996,,2025-09-15T16:44:10+00:00,2025-09-15T17:26:22.200000+00:00,10,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-000954,dsalex_5k_osrm-user-8567,31.1990802,29.8985399,,31.2715027,30.0145546,,2025-09-15T16:53:30+00:00,2025-09-15T17:27:18.300000+00:00,5,2,True,female,alex_5k_osrm
dsalex_5k_osrm-req-000955,dsalex_5k_osrm-user-1684,31.1892701,29.9067552,,31.2181255,29.9435657,,2025-09-15T16:52:53+00:00,2025-09-15T17:18:27+00:00,15,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-000956,dsalex_5k_osrm-user-4568,31.2007891,29.9142122,,31.2312552,29.9613551,,2025-09-15T16:47:05+00:00,2025-09-15T17:15:08.900000+00:00,15,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-000957,dsalex_5k_osrm-user-8390,31.2419168,29.9999766,,31.2929667,30.0533388,,2025-09-15T16:57:41+00:00,2025-09-15T17:26:12.500000+00:00,5,2,True,male,alex_5k_osrm
dsalex_5k_osrm-req-000958,dsalex_5k_osrm-user-3185,31.2125623,29.9445404,,31.2745724,30.0145009,,2025-09-15T16:51:16+00:00,2025-09-15T17:21:58.500000+00:00,10,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-000959,dsalex_5k_osrm-user-6416,31.304292,30.0623411,,31.2789704,30.0200701,,2025-09-15T16:47:55+00:00,2025-09-15T17:17:26.900000+00:00,10,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-000960,dsalex_5k_osrm-user-3994,31.262722646426724,30.0001172395086,,31.225072944837677,29.94795660250333,,2025-09-15T16:50:13+00:00,2025-09-15T17:15:12.300000+00:00,5,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-000961,dsalex_5k_osrm-user-6886,31.2383454,29.9965397,,31.2300986,29.9665873,,2025-09-15T16:57:27+00:00,2025-09-15T17:21:47.700000+00:00,10,2,True,male,alex_5k_osrm
dsalex_5k_osrm-req-000962,dsalex_5k_osrm-user-4126,31.2013572,29.9068506,,31.231362,29.9612686,,2025-09-15T16:40:14+00:00,2025-09-15T17:19:01.900000+00:00,15,2,False,female,alex_5k_osrm
dsalex_5k_osrm-req-000963,dsalex_5k_osrm-user-6378,31.1910639,29.9085547,,31.2489175,29.9837811,,2025-09-15T16:46:32+00:00,2025-09-15T17:22:30.100000+00:00,5,2,True,male,alex_5k_osrm
dsalex_5k_osrm-req-000964,dsalex_5k_osrm-user-7053,31.1910639,29.9085547,,31.2641209,30.0088815,,2025-09-15T17:08:17+00:00,2025-09-15T17:33:18.300000+00:00,5,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-000965,dsalex_5k_osrm-user-1879,31.2453332,29.989315,,31.1970556,29.8890634,,2025-09-15T16:48:55+00:00,2025-09-15T17:27:22.200000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-000966,dsalex_5k_osrm-user-5821,31.275911857616766,30.025997896762775,,31.2037093,29.9388292,,2025-09-15T16:48:20+00:00,2025-09-15T17:29:19.400000+00:00,15,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-000967,dsalex_5k_osrm-user-6554,31.2154119,29.9224286,,31.19996979529395,29.89876283732853,,2025-09-15T16:54:27+00:00,2025-09-15T17:16:44.800000+00:00,10,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-000968,dsalex_5k_osrm-user-6481,31.207615366284674,29.92378508261404,,31.1824633,29.8989881,,2025-09-15T16:42:06+00:00,2025-09-15T17:15:20.200000+00:00,5,3,True,male,alex_5k_osrm
dsalex_5k_osrm-req-000969,dsalex_5k_osrm-user-9952,31.2407546,29.9660083,,31.2640838,30.0167794,,2025-09-15T16:57:19+00:00,2025-09-15T17:20:58.200000+00:00,15,1,False,female,alex_5k_osrm
dsalex_5k_osrm-req-000970,dsalex_5k_osrm-user-6032,31.2009184,29.9078512,,31.234108630982494,29.94982467421037,,2025-09-15T16:57:48+00:00,2025-09-15T17:16:25.700000+00:00,10,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-000971,dsalex_5k_osrm-user-2456,31.22237082811741,29.939242809743227,,31.2425557,29.9792151,,2025-09-15T16:53:31+00:00,2025-09-15T17:15:56.800000+00:00,10,2,True,male,alex_5k_osrm
dsalex_5k_osrm-req-000972,dsalex_5k_osrm-user-9878,31.275095877661922,30.021205119372294,,31.2378252,29.9828535,,2025-09-15T16:54:26+00:00,2025-09-15T17:26:53.200000+00:00,15,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-000973,dsalex_5k_osrm-user-2860,31.2011334,29.9007251,,31.2527079,29.998004,,2025-09-15T16:45:17+00:00,2025-09-15T17:19:54.700000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-000974,dsalex_5k_osrm-user-6289,31.2333674,29.9633774,,31.1876701,29.9099806,,2025-09-15T17:08:47+00:00,2025-09-15T17:28:05.500000+00:00,10,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-000975,dsalex_5k_osrm-user-7279,31.21015456681094,29.921053008151464,,31.247677,30.0151743,,2025-09-15T16:37:42+00:00,2025-09-15T17:24:51.800000+00:00,5,2,True,female,alex_5k_osrm
dsalex_5k_osrm-req-000976,dsalex_5k_osrm-user-1111,31.2311609,29.9561164,,31.2512484,29.9955565,,2025-09-15T17:07:57+00:00,2025-09-15T17:20:20.200000+00:00,15,2,True,male,alex_5k_osrm
dsalex_5k_osrm-req-000977,dsalex_5k_osrm-user-2108,31.310019747555412,30.065297450309295,,31.219232118284392,29.92927002006736,,2025-09-15T16:49:19+00:00,2025-09-15T17:42:44.700000+00:00,10,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-000978,dsalex_5k_osrm-user-7912,31.2691233,30.0218604,,31.2506486,29.9804313,,2025-09-15T17:00:34+00:00,2025-09-15T17:23:21.700000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-000979,dsalex_5k_osrm-user-6446,31.2209376469433,29.933842244599624,,31.2197943,29.9683522,,2025-09-15T16:55:07+00:00,2025-09-15T17:21:41.600000+00:00,5,2,True,male,alex_5k_osrm
dsalex_5k_osrm-req-000980,dsalex_5k_osrm-user-7462,31.207083509675442,29.946460118051217,,31.2608272,29.9905178,,2025-09-15T16:41:57+00:00,2025-09-15T17:20:08.200000+00:00,5,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-000981,dsalex_5k_osrm-user-1054,31.241071117790458,29.961990636681794,,31.2430388,30.0023935,,2025-09-15T16:44:46+00:00,2025-09-15T17:16:42.600000+00:00,5,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-000982,dsalex_5k_osrm-user-4723,31.2100841,29.9136486,,31.2609794,29.9900566,,2025-09-15T16:38:18+00:00,2025-09-15T17:16:52.400000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-000983,dsalex_5k_osrm-user-3489,31.19702621958377,29.89758676364007,,31.263016,30.0054501,,2025-09-15T16:49:18+00:00,2025-09-15T17:23:06.600000+00:00,15,2,True,female,alex_5k_osrm
dsalex_5k_osrm-req-000984,dsalex_5k_osrm-user-4359,31.239089349999993,29.993241949999994,,31.227613,29.9679521,,2025-09-15T16:53:28+00:00,2025-09-15T17:20:36+00:00,10,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-000985,dsalex_5k_osrm-user-9853,31.2403292,29.9971148,,31.1878416,29.9134364,,2025-09-15T16:58:08+00:00,2025-09-15T17:33:30+00:00,5,2,False,male,alex_5k_osrm
dsalex_5k_osrm-req-000986,dsalex_5k_osrm-user-9055,31.2695196,29.9982033,,31.248241941996486,29.97259463351722,,2025-09-15T16:52:20+00:00,2025-09-15T17:09:56.900000+00:00,5,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-000987,dsalex_5k_osrm-user-5892,31.2123904,29.9406952,,31.1973378,29.8855604,,2025-09-15T16:41:30+00:00,2025-09-15T17:15:11.800000+00:00,5,2,True,female,alex_5k_osrm
dsalex_5k_osrm-req-000988,dsalex_5k_osrm-user-7708,31.2076441,29.9337424,,31.225819621148567,29.995395414492275,,2025-09-15T16:56:11+00:00,2025-09-15T17:24:18+00:00,10,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-000989,dsalex_5k_osrm-user-8286,31.2419168,29.9999766,,31.2072912,29.8809906,,2025-09-15T16:45:23+00:00,2025-09-15T17:28:49.100000+00:00,10,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-000990,dsalex_5k_osrm-user-1642,31.2519316,29.9789272,,31.21004286224729,29.966469054379672,,2025-09-15T17:00:49+00:00,2025-09-15T17:27:22.700000+00:00,5,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-000991,dsalex_5k_osrm-user-7073,31.2115884763339,29.917590115238735,,31.1864861,29.8979656,,2025-09-15T16:42:35+00:00,2025-09-15T17:12:25.100000+00:00,5,2,False,male,alex_5k_osrm
dsalex_5k_osrm-req-000992,dsalex_5k_osrm-user-5498,31.2729864,30.0047421,,31.2060111,29.9308093,,2025-09-15T16:46:22+00:00,2025-09-15T17:24:45.800000+00:00,10,2,True,male,alex_5k_osrm
dsalex_5k_osrm-req-000993,dsalex_5k_osrm-user-7080,31.2677145,30.005033,,31.1980828,29.937063,,2025-09-15T16:55:28+00:00,2025-09-15T17:34:53.500000+00:00,10,3,True,female,alex_5k_osrm
dsalex_5k_osrm-req-000994,dsalex_5k_osrm-user-5534,31.2000705,29.9016678,,31.2533657,29.9903571,,2025-09-15T16:45:26+00:00,2025-09-15T17:29:50.800000+00:00,10,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-000995,dsalex_5k_osrm-user-8814,31.2298159,29.950072,,31.2729672,30.0007862,,2025-09-15T16:56:48+00:00,2025-09-15T17:17:00.400000+00:00,10,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-000996,dsalex_5k_osrm-user-5205,31.1997261,29.9214767,,31.23999207613221,29.974345679632208,,2025-09-15T17:00:29+00:00,2025-09-15T17:26:18.700000+00:00,10,1,False,female,alex_5k_osrm
dsalex_5k_osrm-req-000997,dsalex_5k_osrm-user-5827,31.233665311131045,29.9528042663846,,31.1932774,29.896535,,2025-09-15T16:51:50+00:00,2025-09-15T17:15:56+00:00,5,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-000998,dsalex_5k_osrm-user-7528,31.2035701,29.8850658,,31.2374187,29.9791038,,2025-09-15T16:59:22+00:00,2025-09-15T17:28:40.800000+00:00,5,2,False,female,alex_5k_osrm
dsalex_5k_osrm-req-000999,dsalex_5k_osrm-user-6891,31.211978,29.9391881,,31.2366282,29.9773381,,2025-09-15T16:46:00+00:00,2025-09-15T17:19:25.700000+00:00,5,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-002000,dsalex_5k_osrm-user-6467,31.246908808661907,29.97253679984723,,31.2575654,30.0053439,,2025-09-15T16:53:38+00:00,2025-09-15T17:15:37.800000+00:00,15,2,True,female,alex_5k_osrm
dsalex_5k_osrm-req-002001,dsalex_5k_osrm-user-2222,31.2031569,29.9062728,,31.229696418914255,29.969393701920172,,2025-09-15T16:55:24+00:00,2025-09-15T17:25:22.400000+00:00,10,2,False,male,alex_5k_osrm
dsalex_5k_osrm-req-002002,dsalex_5k_osrm-user-8991,31.2504795,29.9753602,,31.1900748,29.9131563,,2025-09-15T16:51:22+00:00,2025-09-15T17:22:52+00:00,5,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-002003,dsalex_5k_osrm-user-7868,31.304292,30.0623411,,31.2455897,30.0071913,,2025-09-15T16:52:43+00:00,2025-09-15T17:30:00.600000+00:00,10,2,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002004,dsalex_5k_osrm-user-2731,31.2122049,29.9396107,,31.2932831,30.035724549999994,,2025-09-15T16:50:21+00:00,2025-09-15T17:28:04.100000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002005,dsalex_5k_osrm-user-2660,31.310019747555412,30.065297450309295,,31.1852105,29.9066292,,2025-09-15T16:50:45+00:00,2025-09-15T17:53:23.400000+00:00,5,1,False,female,alex_5k_osrm
dsalex_5k_osrm-req-002006,dsalex_5k_osrm-user-4763,31.2453332,29.989315,,31.1985957,29.9308195,,2025-09-15T16:51:43+00:00,2025-09-15T17:22:26.900000+00:00,10,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-002007,dsalex_5k_osrm-user-1500,31.313446566003243,30.06723933541476,,31.2064158,29.9401681,,2025-09-15T16:54:35+00:00,2025-09-15T17:45:59.300000+00:00,15,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-002008,dsalex_5k_osrm-user-5205,31.2083488,29.8815197,,31.2659685,30.0158724,,2025-09-15T16:48:13+00:00,2025-09-15T17:27:08.500000+00:00,5,2,False,male,alex_5k_osrm
dsalex_5k_osrm-req-002009,dsalex_5k_osrm-user-4742,31.2298159,29.950072,,31.258469,30.0064615,,2025-09-15T16:45:17+00:00,2025-09-15T17:13:35.500000+00:00,10,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-002010,dsalex_5k_osrm-user-7446,31.18970094472381,29.908003401077572,,31.2285727,29.9939261,,2025-09-15T16:37:35+00:00,2025-09-15T17:29:21.800000+00:00,5,2,True,female,alex_5k_osrm
dsalex_5k_osrm-req-002011,dsalex_5k_osrm-user-4531,31.1951922,29.9154382,,31.2248931,29.9961961,,2025-09-15T16:55:17+00:00,2025-09-15T17:25:31.400000+00:00,10,2,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002012,dsalex_5k_osrm-user-1671,31.1974477,29.9116902,,31.2369868,29.9843221,,2025-09-15T16:57:01+00:00,2025-09-15T17:26:00.700000+00:00,10,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-002013,dsalex_5k_osrm-user-1238,31.211978,29.9391881,,31.2648678,30.0234483,,2025-09-15T16:46:29+00:00,2025-09-15T17:29:52.800000+00:00,5,2,False,male,alex_5k_osrm
dsalex_5k_osrm-req-002014,dsalex_5k_osrm-user-5394,31.2364549,29.9510377,,31.3011279,30.0601052,,2025-09-15T16:59:26+00:00,2025-09-15T17:27:59.200000+00:00,5,2,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002015,dsalex_5k_osrm-user-8584,31.2333674,29.9633774,,31.2880156,30.0322379,,2025-09-15T16:40:35+00:00,2025-09-15T17:19:13.300000+00:00,10,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002016,dsalex_5k_osrm-user-4502,31.2011768,29.9006817,,31.2963428,30.0595523,,2025-09-15T16:50:43+00:00,2025-09-15T17:25:18.600000+00:00,5,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-002017,dsalex_5k_osrm-user-4711,31.2103982,29.8818928,,31.2472517,30.0146153,,2025-09-15T16:55:31+00:00,2025-09-15T17:31:49.500000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002018,dsalex_5k_osrm-user-6938,31.204361861430964,29.926306565696628,,31.2345988,29.9939596,,2025-09-15T16:46:44+00:00,2025-09-15T17:19:00.100000+00:00,10,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002019,dsalex_5k_osrm-user-7731,31.1967645,29.8937999,,31.2328164,29.9860293,,2025-09-15T16:47:45+00:00,2025-09-15T17:22:12.600000+00:00,10,2,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002020,dsalex_5k_osrm-user-5444,31.1972814,29.9049055,,31.2524195,29.9882335,,2025-09-15T16:56:49+00:00,2025-09-15T17:26:19.400000+00:00,10,2,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002021,dsalex_5k_osrm-user-7328,31.2700703,30.0020833,,31.1976108,29.8886168,,2025-09-15T17:00:41+00:00,2025-09-15T17:30:41+00:00,10,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002022,dsalex_5k_osrm-user-2313,31.2302072,29.9496905,,31.254273,30.0054951,,2025-09-15T16:51:40+00:00,2025-09-15T17:17:06.100000+00:00,10,1,False,female,alex_5k_osrm
dsalex_5k_osrm-req-002023,dsalex_5k_osrm-user-6370,31.1975261,29.9116491,,31.2988286,30.0559451,,2025-09-15T16:55:02+00:00,2025-09-15T17:30:37+00:00,10,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-002024,dsalex_5k_osrm-user-2621,31.304292,30.0623411,,31.2444676,29.9831352,,2025-09-15T16:53:25+00:00,2025-09-15T17:30:00.500000+00:00,5,2,True,female,alex_5k_osrm
dsalex_5k_osrm-req-002025,dsalex_5k_osrm-user-4255,31.20154018576889,29.900350604751782,,31.2421499,29.9658697,,2025-09-15T16:54:31+00:00,2025-09-15T17:15:41.800000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002026,dsalex_5k_osrm-user-9714,31.204361861430964,29.926306565696628,,31.2347887,30.0016682,,2025-09-15T16:51:17+00:00,2025-09-15T17:26:47.600000+00:00,5,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-002027,dsalex_5k_osrm-user-7276,31.202214019041566,29.90560779310416,,31.3178956,30.0595634,,2025-09-15T16:53:54+00:00,2025-09-15T17:32:59.200000+00:00,5,2,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002028,dsalex_5k_osrm-user-8096,31.2296187,29.9507951,,31.2417948,30.005761,,2025-09-15T16:54:35+00:00,2025-09-15T17:21:34.700000+00:00,5,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-002029,dsalex_5k_osrm-user-7320,31.2100021,29.9312484,,31.1857817,29.9040623,,2025-09-15T16:55:26+00:00,2025-09-15T17:16:46.700000+00:00,15,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002030,dsalex_5k_osrm-user-6883,31.21015456681094,29.921053008151464,,31.3186706,30.0599315,,2025-09-15T16:48:15+00:00,2025-09-15T17:28:15.900000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002031,dsalex_5k_osrm-user-7560,31.213100119944738,29.926678088945295,,31.2297222,29.9782598,,2025-09-15T16:55:10+00:00,2025-09-15T17:22:21.700000+00:00,10,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002032,dsalex_5k_osrm-user-1497,31.2124001,29.9440001,,31.2755695,30.01454,,2025-09-15T17:00:31+00:00,2025-09-15T17:20:20.900000+00:00,5,2,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002033,dsalex_5k_osrm-user-4697,31.2574816,29.9810248,,31.321983,30.0653042,,2025-09-15T16:53:59+00:00,2025-09-15T17:25:00.700000+00:00,10,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-002034,dsalex_5k_osrm-user-5451,31.2013572,29.9068506,,31.2623024,29.9965636,,2025-09-15T16:52:42+00:00,2025-09-15T17:20:37.200000+00:00,5,2,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002035,dsalex_5k_osrm-user-7170,31.2063166,29.9333478,,31.273189,30.0115293,,2025-09-15T16:50:54+00:00,2025-09-15T17:28:56.500000+00:00,5,2,True,female,alex_5k_osrm
dsalex_5k_osrm-req-002036,dsalex_5k_osrm-user-4506,31.2399255,29.9557917,,31.209044,29.9288366,,2025-09-15T16:56:31+00:00,2025-09-15T17:18:03+00:00,5,2,True,female,alex_5k_osrm
dsalex_5k_osrm-req-002037,dsalex_5k_osrm-user-4375,31.2442273,29.9867739,,31.2033543,29.9371116,,2025-09-15T16:59:59+00:00,2025-09-15T17:28:55.100000+00:00,5,1,False,female,alex_5k_osrm
dsalex_5k_osrm-req-002038,dsalex_5k_osrm-user-4762,31.204249555313613,29.91895032526547,,31.28603782464014,30.029842549188302,,2025-09-15T16:47:28+00:00,2025-09-15T17:29:08.400000+00:00,10,2,False,male,alex_5k_osrm
dsalex_5k_osrm-req-002039,dsalex_5k_osrm-user-4338,31.2379626,29.9545486,,31.217006173687743,29.971664061226765,,2025-09-15T16:59:39+00:00,2025-09-15T17:25:10.100000+00:00,5,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-002040,dsalex_5k_osrm-user-4911,31.207248117008987,29.90897037898496,,31.2285913,29.9751504,,2025-09-15T16:44:34+00:00,2025-09-15T17:26:51.800000+00:00,5,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-002041,dsalex_5k_osrm-user-1876,31.19528083128299,29.89978680997489,,31.23911135210737,29.961667170291427,,2025-09-15T16:57:28+00:00,2025-09-15T17:20:22.700000+00:00,15,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-002042,dsalex_5k_osrm-user-6517,31.209586010065212,29.947543735527972,,31.2575144,29.985444,,2025-09-15T16:59:23+00:00,2025-09-15T17:25:28.900000+00:00,10,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-002043,dsalex_5k_osrm-user-3329,31.1999709,29.9123312,,31.2335737,29.9807058,,2025-09-15T16:58:09+00:00,2025-09-15T17:28:32.400000+00:00,0,2,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002044,dsalex_5k_osrm-user-5688,31.2137112,29.9430462,,31.2440498,30.0003579,,2025-09-15T16:56:58+00:00,2025-09-15T17:22:50.200000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002045,dsalex_5k_osrm-user-4447,31.2676522,30.0050783,,31.20624922722537,29.93338824533256,,2025-09-15T16:42:15+00:00,2025-09-15T17:26:16.500000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002046,dsalex_5k_osrm-user-4533,31.2328703,29.9466042,,31.2909208,30.0344898,,2025-09-15T16:55:15+00:00,2025-09-15T17:22:21.300000+00:00,10,2,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002047,dsalex_5k_osrm-user-6824,31.2568245,29.9787922,,31.2363689,29.9719501,,2025-09-15T16:50:20+00:00,2025-09-15T17:11:53.500000+00:00,15,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002048,dsalex_5k_osrm-user-5059,31.2686291,29.9951329,,31.1874567,29.8972262,,2025-09-15T16:40:55+00:00,2025-09-15T17:23:24+00:00,5,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-002049,dsalex_5k_osrm-user-9109,31.2627833,30.0003314,,31.2203425,29.9678707,,2025-09-15T16:52:35+00:00,2025-09-15T17:25:55.500000+00:00,10,1,False,male,alex_5k_osrm
