id,user_id,source_latitude,source_longitude,source_address,destination_latitude,destination_longitude,destination_address,departure_time,max_estimated_arrival_time,estimated_arrival_time,detour_duration_minutes,capacity,current_number_of_requests,same_gender,user_gender,dataset_id
dsalex_5k_osrm-drv-000263,dsalex_5k_osrm-user-39236,31.20687948643691,29.910763130631697,,31.2705073,30.0118762,,2025-09-15T17:04:12+00:00,2025-09-15T17:36:45.900000+00:00,,10,1,0,False,male,alex_5k_osrm
dsalex_5k_osrm-drv-000264,dsalex_5k_osrm-user-83576,31.2105215,29.9138381,,31.2339299,29.979372,,2025-09-15T17:06:24+00:00,2025-09-15T17:38:15.300000+00:00,,15,2,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000265,dsalex_5k_osrm-user-86842,31.2442273,29.9867739,,31.21413397099141,29.92464984151357,,2025-09-15T17:09:16+00:00,2025-09-15T17:29:30.700000+00:00,,0,3,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000266,dsalex_5k_osrm-user-87549,31.205679,29.9052365,,31.2161552,29.9676515,,2025-09-15T17:08:28+00:00,2025-09-15T17:35:45.800000+00:00,,10,2,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000267,dsalex_5k_osrm-user-66736,31.2556719,29.9799073,,31.2582361,30.0069867,,2025-09-15T17:00:47+00:00,2025-09-15T17:08:46.600000+00:00,,0,3,0,False,male,alex_5k_osrm
dsalex_5k_osrm-drv-000268,dsalex_5k_osrm-user-84128,31.2154119,29.9224286,,31.272463,30.0144895,,2025-09-15T17:08:35+00:00,2025-09-15T17:37:07.100000+00:00,,10,3,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000269,dsalex_5k_osrm-user-74437,31.1997261,29.9214767,,31.2385086,29.990125,,2025-09-15T17:09:46+00:00,2025-09-15T17:38:07.200000+00:00,,10,3,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000270,dsalex_5k_osrm-user-30227,31.2144927,29.9457021,,31.2439173,29.9827811,,2025-09-15T17:04:37+00:00,2025-09-15T17:14:17.100000+00:00,,0,3,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000271,dsalex_5k_osrm-user-95392,31.1916461,29.8950166,,31.1988505,29.939471,,2025-09-15T17:05:20+00:00,2025-09-15T17:21:14.800000+00:00,,0,3,0,False,male,alex_5k_osrm
dsalex_5k_osrm-drv-000272,dsalex_5k_osrm-user-34714,31.20833942060042,29.918615654283258,,31.2319762,29.9633647,,2025-09-15T17:05:20+00:00,2025-09-15T17:33:20.500000+00:00,,15,3,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000273,dsalex_5k_osrm-user-60419,31.2016421,29.8805613,,31.2498519,29.9988019,,2025-09-15T17:01:23+00:00,2025-09-15T17:50:58.900000+00:00,,25,3,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000274,dsalex_5k_osrm-user-33128,31.2000169,29.898874,,31.2713388,30.0173172,,2025-09-15T17:08:03+00:00,2025-09-15T17:39:33.100000+00:00,,10,2,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000275,dsalex_5k_osrm-user-59891,31.24776065018353,29.980772415340297,,31.2031329,29.8854998,,2025-09-15T17:02:19+00:00,2025-09-15T17:34:01+00:00,,10,3,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000276,dsalex_5k_osrm-user-66569,31.2121656,29.9395451,,31.244314,29.9813072,,2025-09-15T17:10:56+00:00,2025-09-15T17:42:55.400000+00:00,,20,2,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000277,dsalex_5k_osrm-user-99186,31.2504795,29.9753602,,31.2175933,29.926864,,2025-09-15T17:02:18+00:00,2025-09-15T17:26:01.300000+00:00,,10,3,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000278,dsalex_5k_osrm-user-40221,31.199504568858362,29.893040702830255,,31.220430199695272,29.939762083460526,,2025-09-15T17:08:53+00:00,2025-09-15T17:28:19.400000+00:00,,10,1,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000279,dsalex_5k_osrm-user-60446,31.2031569,29.9062728,,31.21500024445356,29.964832606348704,,2025-09-15T17:01:28+00:00,2025-09-15T17:19:31.700000+00:00,,0,3,0,False,male,alex_5k_osrm
dsalex_5k_osrm-drv-000280,dsalex_5k_osrm-user-32708,31.1956499,29.9000244,,31.2644623,30.0069114,,2025-09-15T17:04:50+00:00,2025-09-15T17:40:41.100000+00:00,,15,2,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000281,dsalex_5k_osrm-user-95657,31.2469657,29.9921202,,31.2009523,29.9321867,,2025-09-15T17:00:41+00:00,2025-09-15T17:39:17.500000+00:00,,20,3,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000282,dsalex_5k_osrm-user-12028,31.2535283,29.9833206,,31.1914435,29.8956415,,2025-09-15T17:06:49+00:00,2025-09-15T17:26:01.700000+00:00,,0,3,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000283,dsalex_5k_osrm-user-27289,31.2380845,29.9961012,,31.190272,29.9130763,,2025-09-15T17:05:26+00:00,2025-09-15T17:53:59.600000+00:00,,25,2,0,False,male,alex_5k_osrm
dsalex_5k_osrm-drv-000284,dsalex_5k_osrm-user-33159,31.2401139,29.9946057,,31.22621533162402,29.968171755746113,,2025-09-15T17:00:38+00:00,2025-09-15T17:23:05.100000+00:00,,10,2,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000285,dsalex_5k_osrm-user-74472,31.26201966709462,29.997758824517117,,31.2352022,29.9959266,,2025-09-15T17:03:31+00:00,2025-09-15T17:15:00.400000+00:00,,0,3,0,False,female,alex_5k_osrm
dsalex_5k_osrm-drv-000286,dsalex_5k_osrm-user-13361,31.3096754,30.0620238,,31.2374984,30.0029621,,2025-09-15T17:04:01+00:00,2025-09-15T17:46:44.700000+00:00,,20,2,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000287,dsalex_5k_osrm-user-39956,31.2125623,29.9445404,,31.1849728,29.9016604,,2025-09-15T17:03:45+00:00,2025-09-15T17:43:58.800000+00:00,,25,2,0,False,male,alex_5k_osrm
dsalex_5k_osrm-drv-000288,dsalex_5k_osrm-user-56384,31.2246379,29.9530039,,31.2661079,30.0128543,,2025-09-15T17:04:00+00:00,2025-09-15T17:32:46.200000+00:00,,10,2,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000289,dsalex_5k_osrm-user-57121,31.2007891,29.9142122,,31.2200487,29.9707203,,2025-09-15T17:10:23+00:00,2025-09-15T17:27:50.700000+00:00,,0,1,0,False,female,alex_5k_osrm
dsalex_5k_osrm-drv-000290,dsalex_5k_osrm-user-56301,31.1991069,29.9100917,,31.2991053,30.0541493,,2025-09-15T17:03:51+00:00,2025-09-15T17:44:38.700000+00:00,,15,3,0,False,female,alex_5k_osrm
dsalex_5k_osrm-drv-000291,dsalex_5k_osrm-user-76858,31.27650249511168,30.01863922130246,,31.1837644,29.9013899,,2025-09-15T17:07:32+00:00,2025-09-15T17:36:21.900000+00:00,,0,2,0,False,male,alex_5k_osrm
dsalex_5k_osrm-drv-000292,dsalex_5k_osrm-user-48544,31.2138642,29.9434582,,31.2291869,29.9763519,,2025-09-15T17:04:33+00:00,2025-09-15T17:17:56.400000+00:00,,0,1,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000293,dsalex_5k_osrm-user-45353,31.2061589,29.8825432,,31.225775700000003,29.9740544,,2025-09-15T17:04:07+00:00,2025-09-15T17:39:42.600000+00:00,,15,3,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000294,dsalex_5k_osrm-user-88132,31.2043914,29.9286838,,31.28591511985291,30.027491476776945,,2025-09-15T17:06:05+00:00,2025-09-15T17:39:28.200000+00:00,,10,3,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000295,dsalex_5k_osrm-user-64083,31.19896,29.9087646,,31.2581249,30.0211434,,2025-09-15T17:08:31+00:00,2025-09-15T17:52:13.300000+00:00,,20,3,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000296,dsalex_5k_osrm-user-55053,31.2442821,29.983127,,31.1839369,29.897479,,2025-09-15T17:00:30+00:00,2025-09-15T17:25:34.600000+00:00,,0,3,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000297,dsalex_5k_osrm-user-47047,31.2235593,29.9484199,,31.2613314,30.0060265,,2025-09-15T17:06:39+00:00,2025-09-15T17:40:45.400000+00:00,,20,3,0,False,female,alex_5k_osrm
dsalex_5k_osrm-drv-000298,dsalex_5k_osrm-user-85694,31.2000705,29.9016678,,31.2574989,30.002207,,2025-09-15T17:08:21+00:00,2025-09-15T17:41:14.200000+00:00,,10,3,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000299,dsalex_5k_osrm-user-58532,31.313446566003243,30.06723933541476,,31.2305378,29.9799509,,2025-09-15T17:08:35+00:00,2025-09-15T17:54:17.900000+00:00,,15,3,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000300,dsalex_5k_osrm-user-35971,31.2118911,29.940015,,31.2016981,29.8817792,,2025-09-15T17:07:30+00:00,2025-09-15T17:30:12.300000+00:00,,10,2,0,False,male,alex_5k_osrm
dsalex_5k_osrm-drv-000301,dsalex_5k_osrm-user-90366,31.2449708,29.9664146,,31.3237923,30.0620431,,2025-09-15T17:09:34+00:00,2025-09-15T17:52:04.300000+00:00,,25,3,0,False,female,alex_5k_osrm
dsalex_5k_osrm-drv-000302,dsalex_5k_osrm-user-71896,31.2790801,30.0114471,,31.2421209,30.0035753,,2025-09-15T17:02:53+00:00,2025-09-15T17:27:11.700000+00:00,,10,3,0,False,male,alex_5k_osrm
dsalex_5k_osrm-drv-000303,dsalex_5k_osrm-user-85239,31.2231284,29.9485429,,31.310817370931275,30.06022206460358,,2025-09-15T17:02:43+00:00,2025-09-15T17:45:49.400000+00:00,,20,2,0,False,male,alex_5k_osrm
dsalex_5k_osrm-drv-000304,dsalex_5k_osrm-user-69720,31.2072614,29.9531454,,31.236369,29.9881,,2025-09-15T17:05:30+00:00,2025-09-15T17:33:47.300000+00:00,,10,3,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000305,dsalex_5k_osrm-user-50604,31.2357888,29.9623625,,31.1897488,29.9167819,,2025-09-15T17:02:12+00:00,2025-09-15T17:20:14.900000+00:00,,0,1,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000306,dsalex_5k_osrm-user-50846,31.229188,29.9768579,,31.2039198,29.878757,,2025-09-15T17:07:34+00:00,2025-09-15T17:30:19.800000+00:00,,0,2,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000307,dsalex_5k_osrm-user-83897,31.2063166,29.9333478,,31.21859563212606,29.9884298178396,,2025-09-15T17:10:28+00:00,2025-09-15T17:39:32.800000+00:00,,10,2,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000308,dsalex_5k_osrm-user-40423,31.2574816,29.9810248,,31.204320097134566,29.908537276257558,,2025-09-15T17:06:42+00:00,2025-09-15T17:47:24.300000+00:00,,25,3,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000309,dsalex_5k_osrm-user-27380,31.21046885084069,29.91313542626737,,31.3052507,30.0625113,,2025-09-15T17:10:31+00:00,2025-09-15T17:50:44.600000+00:00,,15,3,0,False,male,alex_5k_osrm
dsalex_5k_osrm-drv-000310,dsalex_5k_osrm-user-72923,31.1945699,29.9159078,,31.2524029,29.9832559,,2025-09-15T17:06:25+00:00,2025-09-15T17:23:31.300000+00:00,,0,3,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000311,dsalex_5k_osrm-user-66367,31.2640047,30.0060922,,31.2942132,30.0609528,,2025-09-15T17:10:04+00:00,2025-09-15T17:21:05.900000+00:00,,0,3,0,False,male,alex_5k_osrm
dsalex_5k_osrm-drv-000312,dsalex_5k_osrm-user-59090,31.2009184,29.9078512,,31.2713572,30.0060131,,2025-09-15T17:08:35+00:00,2025-09-15T17:38:19+00:00,,10,2,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000313,dsalex_5k_osrm-user-10850,31.2571133,29.9790886,,31.235937893277825,29.959481007410663,,2025-09-15T17:05:55+00:00,2025-09-15T17:15:21.400000+00:00,,0,3,0,False,female,alex_5k_osrm
dsalex_5k_osrm-drv-000314,dsalex_5k_osrm-user-79874,31.2368447,29.9614225,,31.2667563,30.0166487,,2025-09-15T17:04:16+00:00,2025-09-15T17:33:41.800000+00:00,,15,3,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000315,dsalex_5k_osrm-user-63949,31.2001856,29.8983959,,31.2595854,29.9972181,,2025-09-15T17:07:29+00:00,2025-09-15T17:25:51.800000+00:00,,0,1,0,False,male,alex_5k_osrm
dsalex_5k_osrm-drv-000316,dsalex_5k_osrm-user-98387,31.201995035682256,29.917389314031237,,31.2481699,29.9694264,,2025-09-15T17:05:04+00:00,2025-09-15T17:28:02.700000+00:00,,10,3,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000317,dsalex_5k_osrm-user-89252,31.2392452,29.96397,,31.2689121,30.0119515,,2025-09-15T17:06:55+00:00,2025-09-15T17:35:41.800000+00:00,,15,3,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000318,dsalex_5k_osrm-user-24432,31.19184748626183,29.89718017963844,,31.2014564,29.9395493,,2025-09-15T17:07:56+00:00,2025-09-15T17:32:48.300000+00:00,,10,3,0,False,female,alex_5k_osrm
dsalex_5k_osrm-drv-000319,dsalex_5k_osrm-user-51234,31.2083152,29.9348175,,31.22552974349888,29.99518245247156,,2025-09-15T17:00:38+00:00,2025-09-15T17:32:57.300000+00:00,,15,3,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000320,dsalex_5k_osrm-user-46140,31.2620088,29.9923347,,31.2202532,29.9748165,,2025-09-15T17:10:47+00:00,2025-09-15T17:39:51.100000+00:00,,15,3,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000321,dsalex_5k_osrm-user-17282,31.2380845,29.9961012,,31.1914653,29.9058111,,2025-09-15T17:01:03+00:00,2025-09-15T17:34:14.500000+00:00,,10,3,0,False,male,alex_5k_osrm
dsalex_5k_osrm-drv-000322,dsalex_5k_osrm-user-78949,31.241071117790458,29.961990636681794,,31.200729442431822,29.908255534579933,,2025-09-15T17:08:38+00:00,2025-09-15T17:22:03.200000+00:00,,0,3,0,False,male,alex_5k_osrm
dsalex_5k_osrm-drv-000323,dsalex_5k_osrm-user-56359,31.209586010065212,29.947543735527972,,31.2402039,29.9755532,,2025-09-15T17:03:51+00:00,2025-09-15T17:33:27.800000+00:00,,15,3,0,False,male,alex_5k_osrm
dsalex_5k_osrm-drv-000324,dsalex_5k_osrm-user-69545,31.24519,29.9890964,,31.1981894,29.9362938,,2025-09-15T17:05:26+00:00,2025-09-15T17:36:26+00:00,,10,2,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000325,dsalex_5k_osrm-user-61373,31.19896,29.9087646,,31.2788476,30.0092436,,2025-09-15T17:00:38+00:00,2025-09-15T17:39:15.200000+00:00,,20,3,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000326,dsalex_5k_osrm-user-70209,31.25549,29.9773543,,31.2297865,30.002062,,2025-09-15T17:07:38+00:00,2025-09-15T17:49:04.600000+00:00,,25,3,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000327,dsalex_5k_osrm-user-90613,31.1975261,29.9116491,,31.2655148,30.0056307,,2025-09-15T17:04:20+00:00,2025-09-15T17:34:11.200000+00:00,,10,3,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000328,dsalex_5k_osrm-user-55176,31.240947469237433,29.961656930523397,,31.2049082,29.9337254,,2025-09-15T17:08:21+00:00,2025-09-15T17:19:33.600000+00:00,,0,3,0,False,male,alex_5k_osrm
dsalex_5k_osrm-drv-000329,dsalex_5k_osrm-user-27589,31.2028128,29.9199829,,31.240093,29.9990998,,2025-09-15T17:05:18+00:00,2025-09-15T17:34:21.400000+00:00,,10,2,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000330,dsalex_5k_osrm-user-24921,31.2235593,29.9484199,,31.2515723,29.9919194,,2025-09-15T17:07:32+00:00,2025-09-15T17:34:22.700000+00:00,,15,1,0,False,male,alex_5k_osrm
dsalex_5k_osrm-drv-000331,dsalex_5k_osrm-user-35491,31.2235593,29.9484199,,31.191608639964887,29.924263902449272,,2025-09-15T17:07:48+00:00,2025-09-15T17:40:03.600000+00:00,,20,2,0,False,male,alex_5k_osrm
dsalex_5k_osrm-drv-000332,dsalex_5k_osrm-user-52761,31.2078774,29.9292379,,31.2656816,30.0139186,,2025-09-15T17:05:18+00:00,2025-09-15T17:37:19.800000+00:00,,10,2,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000333,dsalex_5k_osrm-user-20731,31.1916461,29.8950166,,31.2160921,29.9691635,,2025-09-15T17:00:35+00:00,2025-09-15T17:29:59.900000+00:00,,10,3,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000334,dsalex_5k_osrm-user-73788,31.2482446,29.9682878,,31.2030689,29.8821808,,2025-09-15T17:08:34+00:00,2025-09-15T17:31:02.500000+00:00,,10,3,0,False,female,alex_5k_osrm
dsalex_5k_osrm-drv-000335,dsalex_5k_osrm-user-79589,31.2131732,29.9417509,,31.2481126,29.9909055,,2025-09-15T17:08:40+00:00,2025-09-15T17:24:08.900000+00:00,,0,3,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000336,dsalex_5k_osrm-user-40396,31.239852,29.9556412,,31.2151468,29.9254054,,2025-09-15T17:08:12+00:00,2025-09-15T17:32:39.800000+00:00,,15,2,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000337,dsalex_5k_osrm-user-41019,31.2000169,29.898874,,31.28715868458295,30.03444898566956,,2025-09-15T17:06:12+00:00,2025-09-15T17:43:57.400000+00:00,,15,3,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000338,dsalex_5k_osrm-user-62358,31.2591603,29.9821453,,31.2035019,29.9337379,,2025-09-15T17:08:37+00:00,2025-09-15T17:34:32.100000+00:00,,10,3,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000339,dsalex_5k_osrm-user-59112,31.30354566264502,30.06023904075971,,31.1999418,29.912357,,2025-09-15T17:09:11+00:00,2025-09-15T17:49:16.200000+00:00,,10,3,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000340,dsalex_5k_osrm-user-22387,31.270836158591464,30.012780914895153,,31.243376,29.9814481,,2025-09-15T17:06:51+00:00,2025-09-15T17:31:28.800000+00:00,,10,3,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000341,dsalex_5k_osrm-user-60383,31.2146767,29.944936,,31.219312229236532,29.971913175668707,,2025-09-15T17:08:17+00:00,2025-09-15T17:20:46.200000+00:00,,0,3,0,False,male,alex_5k_osrm
dsalex_5k_osrm-drv-000342,dsalex_5k_osrm-user-45649,31.209586010065212,29.947543735527972,,31.2874677,30.0328284,,2025-09-15T17:06:12+00:00,2025-09-15T17:41:02.100000+00:00,,10,3,0,False,male,alex_5k_osrm
dsalex_5k_osrm-drv-000343,dsalex_5k_osrm-user-28091,31.1975261,29.9116491,,31.2360259,29.9951386,,2025-09-15T17:06:48+00:00,2025-09-15T17:41:55.500000+00:00,,15,3,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000344,dsalex_5k_osrm-user-83787,31.2011334,29.9007251,,31.2461176,29.967809,,2025-09-15T17:06:32+00:00,2025-09-15T17:17:21.900000+00:00,,0,3,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000345,dsalex_5k_osrm-user-95231,31.2301461,29.9497378,,31.3187984,30.0588767,,2025-09-15T17:06:24+00:00,2025-09-15T17:42:59.700000+00:00,,15,1,0,False,male,alex_5k_osrm
dsalex_5k_osrm-drv-000346,dsalex_5k_osrm-user-80685,31.2403763,29.9923499,,31.285700616453354,30.033530088985557,,2025-09-15T17:04:13+00:00,2025-09-15T17:22:55.400000+00:00,,0,3,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000347,dsalex_5k_osrm-user-32230,31.2123904,29.9406952,,31.2715357,30.0166081,,2025-09-15T17:04:02+00:00,2025-09-15T17:41:00.600000+00:00,,15,3,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000348,dsalex_5k_osrm-user-63529,31.1910018,29.9108711,,31.2696114,30.0027622,,2025-09-15T17:00:00+00:00,2025-09-15T17:23:46.500000+00:00,,0,2,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000349,dsalex_5k_osrm-user-15007,31.2126399,29.9441405,,31.1961849,29.8955503,,2025-09-15T17:10:07+00:00,2025-09-15T17:31:53.500000+00:00,,10,3,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000350,dsalex_5k_osrm-user-69266,31.2371568,29.9616545,,31.2038431,29.8827924,,2025-09-15T17:05:02+00:00,2025-09-15T17:30:13.300000+00:00,,10,3,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000351,dsalex_5k_osrm-user-19990,31.2061589,29.8825432,,31.2601334,29.9927965,,2025-09-15T17:06:36+00:00,2025-09-15T17:40:32.200000+00:00,,15,2,0,False,female,alex_5k_osrm
dsalex_5k_osrm-drv-000352,dsalex_5k_osrm-user-40987,31.1959876,29.8977213,,31.2457404,29.9810551,,2025-09-15T17:08:36+00:00,2025-09-15T17:24:30.200000+00:00,,0,3,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000353,dsalex_5k_osrm-user-91291,31.2401648,29.9655198,,31.2994445,30.0535713,,2025-09-15T17:01:51+00:00,2025-09-15T17:38:36.900000+00:00,,20,2,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000354,dsalex_5k_osrm-user-71536,31.27650249511168,30.01863922130246,,31.2253956,29.9782267,,2025-09-15T17:03:15+00:00,2025-09-15T17:37:54.300000+00:00,,15,3,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000355,dsalex_5k_osrm-user-63508,31.202214019041566,29.90560779310416,,31.3219962,30.0647597,,2025-09-15T17:10:28+00:00,2025-09-15T17:53:54.700000+00:00,,15,3,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000356,dsalex_5k_osrm-user-44086,31.2729864,30.0047421,,31.2122029,29.9667308,,2025-09-15T17:09:19+00:00,2025-09-15T17:45:02.900000+00:00,,15,3,0,False,male,alex_5k_osrm
dsalex_5k_osrm-drv-000357,dsalex_5k_osrm-user-49043,31.240947469237433,29.961656930523397,,31.2708186,30.007311,,2025-09-15T17:06:21+00:00,2025-09-15T17:20:20.400000+00:00,,0,2,0,False,female,alex_5k_osrm
dsalex_5k_osrm-drv-000358,dsalex_5k_osrm-user-15216,31.2340831,29.9603931,,31.2065125,29.935468,,2025-09-15T17:09:41+00:00,2025-09-15T17:29:53.800000+00:00,,10,2,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000359,dsalex_5k_osrm-user-79399,31.2574816,29.9810248,,31.2163981,29.9668581,,2025-09-15T17:07:07+00:00,2025-09-15T17:38:58.700000+00:00,,15,2,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000360,dsalex_5k_osrm-user-41275,31.206951050000004,29.90926285,,31.2664586,30.0072086,,2025-09-15T17:01:36+00:00,2025-09-15T17:30:55.100000+00:00,,10,3,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000361,dsalex_5k_osrm-user-79715,31.2376371,29.9580884,,31.314809000000004,30.047722100000005,,2025-09-15T17:09:19+00:00,2025-09-15T17:32:45.400000+00:00,,0,3,0,False,male,alex_5k_osrm
dsalex_5k_osrm-drv-000362,dsalex_5k_osrm-user-18259,31.20154018576889,29.900350604751782,,31.2373658,29.9844311,,2025-09-15T17:08:16+00:00,2025-09-15T17:35:25.300000+00:00,,10,3,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000363,dsalex_5k_osrm-user-40584,31.25009374847071,29.97105076272892,,31.1927174,29.8915333,,2025-09-15T17:09:45+00:00,2025-09-15T17:37:24.800000+00:00,,10,3,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000364,dsalex_5k_osrm-user-61606,31.2377585,29.9823317,,31.21046828932884,29.88145286315978,,2025-09-15T17:04:50+00:00,2025-09-15T17:43:06.900000+00:00,,15,3,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000365,dsalex_5k_osrm-user-93512,31.2168739,29.9422849,,31.2691804,29.9941362,,2025-09-15T17:07:58+00:00,2025-09-15T17:43:25.500000+00:00,,20,3,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000366,dsalex_5k_osrm-user-15398,31.262722646426724,30.0001172395086,,31.2352807,29.9795558,,2025-09-15T17:05:30+00:00,2025-09-15T17:34:46.200000+00:00,,15,3,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000367,dsalex_5k_osrm-user-38430,31.2252417,29.9549051,,31.2514456,30.002325,,2025-09-15T17:05:31+00:00,2025-09-15T17:39:21.800000+00:00,,20,2,0,False,male,alex_5k_osrm
dsalex_5k_osrm-drv-000368,dsalex_5k_osrm-user-17608,31.2043914,29.9286838,,31.2292972,29.9726087,,2025-09-15T17:03:45+00:00,2025-09-15T17:38:36.700000+00:00,,20,3,0,False,male,alex_5k_osrm
dsalex_5k_osrm-drv-000369,dsalex_5k_osrm-user-17833,31.248959926481902,29.97801608467724,,31.2193516,29.9397598,,2025-09-15T17:02:02+00:00,2025-09-15T17:23:15.300000+00:00,,10,3,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000370,dsalex_5k_osrm-user-89784,31.238684,29.9632845,,31.1962354,29.9357706,,2025-09-15T17:04:52+00:00,2025-09-15T17:22:14.900000+00:00,,0,3,0,False,male,alex_5k_osrm
dsalex_5k_osrm-drv-000371,dsalex_5k_osrm-user-28681,31.2159038,29.9251413,,31.225151,29.9643545,,2025-09-15T17:06:11+00:00,2025-09-15T17:32:03.700000+00:00,,15,2,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000372,dsalex_5k_osrm-user-93966,31.2146767,29.944936,,31.2354263,29.9761842,,2025-09-15T17:10:53+00:00,2025-09-15T17:33:40.800000+00:00,,10,3,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000373,dsalex_5k_osrm-user-10126,31.31034091237642,30.06687613066115,,31.2386896,29.9846103,,2025-09-15T17:02:43+00:00,2025-09-15T17:30:34.200000+00:00,,0,2,0,False,male,alex_5k_osrm
dsalex_5k_osrm-drv-000374,dsalex_5k_osrm-user-18084,31.2197891,29.9326961,,31.2609911,29.9868894,,2025-09-15T17:00:03+00:00,2025-09-15T17:10:31.600000+00:00,,0,2,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000375,dsalex_5k_osrm-user-31235,31.2691233,30.0218604,,31.2340505,29.9816984,,2025-09-15T17:05:00+00:00,2025-09-15T17:45:52.300000+00:00,,25,2,0,True,female,alex_5k_osrm
dsalex_5k_osrm-drv-000376,dsalex_5k_osrm-user-71655,31.223628673648378,29.93988352065657,,31.1875655,29.9092454,,2025-09-15T17:09:37+00:00,2025-09-15T17:44:10.600000+00:00,,20,2,0,True,male,alex_5k_osrm
dsalex_5k_osrm-drv-000377,dsalex_5k_osrm-user-68904,31.223628673648378,29.93988352065657,,31.2352198,30.000489,,2025-09-15T17:08:02+00:00,2025-09-15T17:45:55.700000+00:00,,20,3,0,True,male,alex_5k_osrm
